,Date,Year,Month,Holiday,Weekday,WorkingDay,WeatherSituation,Casual,Registered,Total
651,2012-10-13,2012,Oct,FALSE,Sat,FALSE,Sunny,2252,4857,7109
652,2012-10-14,2012,Oct,FALSE,Sun,FALSE,Sunny,2080,4559,6639
653,2012-10-15,2012,Oct,FALSE,Mon,TRUE,Cloudy,760,5115,5875
654,2012-10-16,2012,Oct,FALSE,Tues,TRUE,Sunny,922,6612,7534
655,2012-10-17,2012,Oct,FALSE,Wed,TRUE,Sunny,979,6482,7461
656,2012-10-18,2012,Oct,FALSE,Thur,TRUE,Cloudy,1008,6501,7509
657,2012-10-19,2012,Oct,FALSE,Fri,TRUE,Cloudy,753,4671,5424
658,2012-10-20,2012,Oct,FALSE,Sat,FALSE,Sunny,2806,5284,8090
659,2012-10-21,2012,Oct,FALSE,Sun,FALSE,Sunny,2132,4692,6824
660,2012-10-22,2012,Oct,FALSE,Mon,TRUE,Sunny,830,6228,7058
661,2012-10-23,2012,Oct,FALSE,Tues,TRUE,Sunny,841,6625,7466
662,2012-10-24,2012,Oct,FALSE,Wed,TRUE,Sunny,795,6898,7693
663,2012-10-25,2012,Oct,FALSE,Thur,TRUE,Cloudy,875,6484,7359
664,2012-10-26,2012,Oct,FALSE,Fri,TRUE,Cloudy,1182,6262,7444
665,2012-10-27,2012,Oct,FALSE,Sat,FALSE,Cloudy,2643,5209,7852
666,2012-10-28,2012,Oct,FALSE,Sun,FALSE,Cloudy,998,3461,4459
667,2012-10-29,2012,Oct,FALSE,Mon,TRUE,Rain/Snow,2,20,22
668,2012-10-30,2012,Oct,FALSE,Tues,TRUE,Cloudy,87,1009,1096
669,2012-10-31,2012,Oct,FALSE,Wed,TRUE,Cloudy,419,5147,5566
670,2012-11-01,2012,Nov,FALSE,Thur,TRUE,Cloudy,466,5520,5986
671,2012-11-02,2012,Nov,FALSE,Fri,TRUE,Sunny,618,5229,5847
672,2012-11-03,2012,Nov,FALSE,Sat,FALSE,Cloudy,1029,4109,5138
673,2012-11-04,2012,Nov,FALSE,Sun,FALSE,Sunny,1201,3906,5107
674,2012-11-05,2012,Nov,FALSE,Mon,TRUE,Sunny,378,4881,5259
675,2012-11-06,2012,Nov,FALSE,Tues,TRUE,Sunny,466,5220,5686
676,2012-11-07,2012,Nov,FALSE,Wed,TRUE,Cloudy,326,4709,5035
677,2012-11-08,2012,Nov,FALSE,Thur,TRUE,Sunny,340,4975,5315
678,2012-11-09,2012,Nov,FALSE,Fri,TRUE,Sunny,709,5283,5992
679,2012-11-10,2012,Nov,FALSE,Sat,FALSE,Sunny,2090,4446,6536
680,2012-11-11,2012,Nov,FALSE,Sun,FALSE,Sunny,2290,4562,6852
681,2012-11-12,2012,Nov,TRUE,Mon,FALSE,Sunny,1097,5172,6269
682,2012-11-13,2012,Nov,FALSE,Tues,TRUE,Cloudy,327,3767,4094
683,2012-11-14,2012,Nov,FALSE,Wed,TRUE,Sunny,373,5122,5495
684,2012-11-15,2012,Nov,FALSE,Thur,TRUE,Cloudy,320,5125,5445
685,2012-11-16,2012,Nov,FALSE,Fri,TRUE,Sunny,484,5214,5698
686,2012-11-17,2012,Nov,FALSE,Sat,FALSE,Sunny,1313,4316,5629
687,2012-11-18,2012,Nov,FALSE,Sun,FALSE,Sunny,922,3747,4669
688,2012-11-19,2012,Nov,FALSE,Mon,TRUE,Cloudy,449,5050,5499
689,2012-11-20,2012,Nov,FALSE,Tues,TRUE,Cloudy,534,5100,5634
690,2012-11-21,2012,Nov,FALSE,Wed,TRUE,Sunny,615,4531,5146
691,2012-11-22,2012,Nov,TRUE,Thur,FALSE,Sunny,955,1470,2425
692,2012-11-23,2012,Nov,FALSE,Fri,TRUE,Sunny,1603,2307,3910
693,2012-11-24,2012,Nov,FALSE,Sat,FALSE,Sunny,532,1745,2277
694,2012-11-25,2012,Nov,FALSE,Sun,FALSE,Sunny,309,2115,2424
695,2012-11-26,2012,Nov,FALSE,Mon,TRUE,Sunny,337,4750,5087
696,2012-11-27,2012,Nov,FALSE,Tues,TRUE,Cloudy,123,3836,3959
697,2012-11-28,2012,Nov,FALSE,Wed,TRUE,Sunny,198,5062,5260
698,2012-11-29,2012,Nov,FALSE,Thur,TRUE,Sunny,243,5080,5323
699,2012-11-30,2012,Nov,FALSE,Fri,TRUE,Sunny,362,5306,5668
700,2012-12-01,2012,Dec,FALSE,Sat,FALSE,Cloudy,951,4240,5191
701,2012-12-02,2012,Dec,FALSE,Sun,FALSE,Cloudy,892,3757,4649
702,2012-12-03,2012,Dec,FALSE,Mon,TRUE,Sunny,555,5679,6234
703,2012-12-04,2012,Dec,FALSE,Tues,TRUE,Sunny,551,6055,6606
704,2012-12-05,2012,Dec,FALSE,Wed,TRUE,Sunny,331,5398,5729
705,2012-12-06,2012,Dec,FALSE,Thur,TRUE,Sunny,340,5035,5375
706,2012-12-07,2012,Dec,FALSE,Fri,TRUE,Cloudy,349,4659,5008
707,2012-12-08,2012,Dec,FALSE,Sat,FALSE,Cloudy,1153,4429,5582
708,2012-12-09,2012,Dec,FALSE,Sun,FALSE,Cloudy,441,2787,3228
709,2012-12-10,2012,Dec,FALSE,Mon,TRUE,Cloudy,329,4841,5170
710,2012-12-11,2012,Dec,FALSE,Tues,TRUE,Cloudy,282,5219,5501
711,2012-12-12,2012,Dec,FALSE,Wed,TRUE,Cloudy,310,5009,5319
712,2012-12-13,2012,Dec,FALSE,Thur,TRUE,Sunny,425,5107,5532
713,2012-12-14,2012,Dec,FALSE,Fri,TRUE,Sunny,429,5182,5611
714,2012-12-15,2012,Dec,FALSE,Sat,FALSE,Sunny,767,4280,5047
715,2012-12-16,2012,Dec,FALSE,Sun,FALSE,Cloudy,538,3248,3786
716,2012-12-17,2012,Dec,FALSE,Mon,TRUE,Cloudy,212,4373,4585
717,2012-12-18,2012,Dec,FALSE,Tues,TRUE,Sunny,433,5124,5557
718,2012-12-19,2012,Dec,FALSE,Wed,TRUE,Sunny,333,4934,5267
719,2012-12-20,2012,Dec,FALSE,Thur,TRUE,Cloudy,314,3814,4128
720,2012-12-21,2012,Dec,FALSE,Fri,TRUE,Cloudy,221,3402,3623
721,2012-12-22,2012,Dec,FALSE,Sat,FALSE,Sunny,205,1544,1749
722,2012-12-23,2012,Dec,FALSE,Sun,FALSE,Sunny,408,1379,1787
723,2012-12-24,2012,Dec,FALSE,Mon,TRUE,Cloudy,174,746,920
724,2012-12-25,2012,Dec,TRUE,Tues,FALSE,Cloudy,440,573,1013
725,2012-12-26,2012,Dec,FALSE,Wed,TRUE,Rain/Snow,9,432,441
726,2012-12-27,2012,Dec,FALSE,Thur,TRUE,Cloudy,247,1867,2114
727,2012-12-28,2012,Dec,FALSE,Fri,TRUE,Cloudy,644,2451,3095
728,2012-12-29,2012,Dec,FALSE,Sat,FALSE,Cloudy,159,1182,1341
729,2012-12-30,2012,Dec,FALSE,Sun,FALSE,Sunny,364,1432,1796
730,2012-12-31,2012,Dec,FALSE,Mon,TRUE,Cloudy,439,2290,2729
